table	offset	size	member	type	field_type	count	flags	layer	tier	writers	readers
CAI_BaseNPCTroika	0x5ce0	0x4	m_hEnemy	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPC	datamap	2	1
CAI_BaseNPCTroika	0x5ce4	0x4	m_hTargetEnt	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPC	datamap	2	2
CAI_BaseNPCTroika	0x5ce8	0x4	m_flSoundWaitTime	float	FIELD_TIME	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5cec	0x4	m_afCapability	int	FIELD_INTEGER	1		CAI_BaseNPC	datamap	3	2
CAI_BaseNPCTroika	0x5cf0	0x4	m_flMoveWaitFinished	float	FIELD_TIME	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5cf4	0x30	m_MoveAndShootOverlay	CAI_MoveAndShootOverlay	FIELD_EMBEDDED	1		CAI_BaseNPC	datamap	2	0
CAI_BaseNPCTroika	0x5cf8		m_MoveAndShootOverlay.m_pOuter	CAI_BaseNPC*		1		CAI_BaseNPC	sdk-order	2	0
CAI_BaseNPCTroika	0x5d00		m_MoveAndShootOverlay.m_iUnread0c	int		1		CAI_BaseNPC	unsettled	1	0
CAI_BaseNPCTroika	0x5d04	0x1	m_MoveAndShootOverlay.m_bMovingAndShooting	bool	FIELD_BOOLEAN	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5d08	0x4	m_MoveAndShootOverlay.m_nMoveShots	int	FIELD_INTEGER	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d0c	0x4	m_MoveAndShootOverlay.m_flNextMoveShootTime	float	FIELD_TIME	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d10	0x4	m_MoveAndShootOverlay.m_minBurst	int	FIELD_INTEGER	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d14	0x4	m_MoveAndShootOverlay.m_maxBurst	int	FIELD_INTEGER	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d18	0x4	m_MoveAndShootOverlay.m_minPause	float	FIELD_FLOAT	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d1c	0x4	m_MoveAndShootOverlay.m_maxPause	float	FIELD_FLOAT	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d20	0x4	m_MoveAndShootOverlay.m_initialDelay	float	FIELD_FLOAT	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d24	0x4	m_hOpeningDoor	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPC	datamap	1	1
CAI_BaseNPCTroika	0x5d28	0x4	m_hBlockedDoor	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPC	datamap	3	1
CAI_BaseNPCTroika	0x5d2c	0x4	m_hCondHitByDoor	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d30	0x1	m_bOpeningDoorWait	bool	FIELD_BOOLEAN	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5d34	0x4	m_pNavigator	CAI_Navigator*	FIELD_EMBEDDED	1	PTR	CAI_BaseNPC	datamap	1	18
CAI_BaseNPCTroika	0x5d38		m_pLocalNavigator	CAI_LocalNavigator*		1		CAI_BaseNPC	sdk-order	2	2
CAI_BaseNPCTroika	0x5d3c	0x4	m_pPathfinder	CAI_Pathfinder*	FIELD_EMBEDDED	1	PTR	CAI_BaseNPC	datamap	1	1
CAI_BaseNPCTroika	0x5d40		m_pMoveProbe	CAI_MoveProbe*		1		CAI_BaseNPC	sdk-order	2	11
CAI_BaseNPCTroika	0x5d44	0x4	m_pMotor	CAI_Motor*	FIELD_EMBEDDED	1	PTR	CAI_BaseNPC	datamap	1	7
CAI_BaseNPCTroika	0x5d48	0x18	m_UnreachableEnts	CUtlVector<UnreachableEnt_t>	FIELD_CUSTOM	1		CAI_BaseNPC	datamap	1	1
CAI_BaseNPCTroika	0x5d4c		m_UnreachableEnts.m_Memory.m_nAllocationCount	int		1		CAI_BaseNPC	interior	2	0
CAI_BaseNPCTroika	0x5d50		m_UnreachableEnts.m_Memory.m_nGrowSize	int		1		CAI_BaseNPC	interior	1	1
CAI_BaseNPCTroika	0x5d54		m_UnreachableEnts.m_Size	int		1		CAI_BaseNPC	interior	3	2
CAI_BaseNPCTroika	0x5d58		m_UnreachableEnts.m_pElements	T*		1		CAI_BaseNPC	interior	2	0
CAI_BaseNPCTroika	0x5d5c		m_flCheckOnGroundTime	float		1		CAI_BaseNPC	walked	2	1
CAI_BaseNPCTroika	0x5d60	0xc	m_vDefaultEyeOffset	Vector	FIELD_VECTOR	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5d6c		m_flNextEyeLookTime	float		1		CAI_BaseNPC	sdk-order	5	2
CAI_BaseNPCTroika	0x5d70	0x4	m_scriptState	int	FIELD_INTEGER	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5d74	0x4	m_hCine	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPC	datamap	1	2
CAI_BaseNPCTroika	0x5d78	0x1	m_bCineScriptHidden	bool	FIELD_BOOLEAN	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5d7c		m_ScriptArrivalActivity	Activity		1		CAI_BaseNPC	sdk-order	3	1
CAI_BaseNPCTroika	0x5d80		m_strScriptArrivalSequence	string_t		1		CAI_BaseNPC	sdk-order	3	1
CAI_BaseNPCTroika	0x5d88		m_pEnemies	CAI_Enemies*		1		CAI_BaseNPC	doc	5	6
CAI_BaseNPCTroika	0x5d8c	0x4	m_afMemory	int	FIELD_INTEGER	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5d90		m_hEnemyOccluder	EHANDLE		1		CAI_BaseNPC	sdk-order	2	1
CAI_BaseNPCTroika	0x5d94	0x4	m_flSumDamage	float	FIELD_FLOAT	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d98	0x4	m_flLastDamageTime	float	FIELD_TIME	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5d9c	0x4	m_flLastAttackTime	float	FIELD_TIME	1		CAI_BaseNPC	datamap	1	1
CAI_BaseNPCTroika	0x5da0	0x4	m_flNextWeaponSearchTime	float	FIELD_TIME	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5da4		m_pSquad	CAI_Squad*		1		CAI_BaseNPC	doc	4	24
CAI_BaseNPCTroika	0x5da8	0x4	m_SquadName	string_t	FIELD_STRING	1	KEY key=squadname	CAI_BaseNPC	datamap	0	1
CAI_BaseNPCTroika	0x5dac	0x4	m_iMySquadSlot	int	FIELD_INTEGER	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5db0	0x4	m_strHintGroup	string_t	FIELD_STRING	1	KEY key=hintgroup	CAI_BaseNPC	datamap	1	2
CAI_BaseNPCTroika	0x5db4	0x4	m_flWaitFinished	float	FIELD_TIME	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5db8	0xc	m_vecLastPosition	Vector	FIELD_POSITION_VECTOR	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5dbc		m_vecLastPosition.y	float		1		CAI_BaseNPC	interior	1	1
CAI_BaseNPCTroika	0x5dc0		m_vecLastPosition.z	float		1		CAI_BaseNPC	interior	1	1
CAI_BaseNPCTroika	0x5dc4	0xc	m_qaLastFacing	Vector	FIELD_VECTOR	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5dd0	0xc	m_vSavePosition	Vector	FIELD_POSITION_VECTOR	1		CAI_BaseNPC	datamap	1	0
CAI_BaseNPCTroika	0x5dd4		m_vSavePosition.y	float		1		CAI_BaseNPC	interior	9	5
CAI_BaseNPCTroika	0x5dd8		m_vSavePosition.z	float		1		CAI_BaseNPC	interior	9	5
CAI_BaseNPCTroika	0x5ddc	0x4	m_pHintNode	CBaseEntity*	FIELD_CLASSPTR	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5de0	0x4	m_cAmmoLoaded	int	FIELD_INTEGER	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5de4	0x4	m_flDistTooFar	float	FIELD_FLOAT	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5de8	0x4	m_pGoalEnt	CBaseEntity*	FIELD_CLASSPTR	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5dec	0x4	m_spawnEquipment	string_t	FIELD_STRING	1	KEY key=additionalequipment	CAI_BaseNPC	datamap	4	1
CAI_BaseNPCTroika	0x5df0		m_fNoDamageDecal	bool		1		CAI_BaseNPC	sdk-order	1	0
CAI_BaseNPCTroika	0x5df4		m_hStoredPathTarget	EHANDLE		1		CAI_BaseNPC	sdk-order	1	1
CAI_BaseNPCTroika	0x5df8		m_vecStoredPathGoal	Vector		1		CAI_BaseNPC	sdk-order	1	1
CAI_BaseNPCTroika	0x5dfc		m_vecStoredPathGoal.y	float		1		CAI_BaseNPC	sdk-order	1	1
CAI_BaseNPCTroika	0x5e00		m_vecStoredPathGoal.z	float		1		CAI_BaseNPC	sdk-order	1	1
CAI_BaseNPCTroika	0x5e04		m_nStoredPathType	GoalType_t		1		CAI_BaseNPC	sdk-order	1	1
CAI_BaseNPCTroika	0x5e08		m_fStoredPathFlags	int		1		CAI_BaseNPC	sdk-order	1	0
CAI_BaseNPCTroika	0x5e0c	0x18	m_OnDamaged	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnDamaged	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5e24	0x18	m_OnDeath	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnDeath	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5e3c	0x18	m_OnHalfHealth	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnHalfHealth	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5e54	0x18	m_OnFoundEnemy	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnFoundEnemy	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5e6c	0x18	m_OnLostEnemyLOS	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnLostEnemyLOS	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5e84	0x18	m_OnLostEnemy	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnLostEnemy	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5e9c	0x18	m_OnFoundPlayer	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnFoundPlayer	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5eb4	0x18	m_OnLostPlayerLOS	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnLostPlayerLOS	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5ecc	0x18	m_OnLostPlayer	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnLostPlayer	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5ee4	0x18	m_OnHearWorld	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnHearWorld	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5efc	0x18	m_OnHearPlayer	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnHearPlayer	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5f14	0x18	m_OnHearCombat	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnHearCombat	CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5f2c	0x1	m_bWantsLargeHull	bool	FIELD_BOOLEAN	1		CAI_BaseNPC	datamap		
CAI_BaseNPCTroika	0x5f2d		m_fIsUsingSmallHull	bool		1		CAI_BaseNPC	sdk-order	3	4
CAI_BaseNPCTroika	0x5f30		m_failText	const char*		1		CAI_BaseNPC	sdk-order	1	0
CAI_BaseNPCTroika	0x5f34		m_interruptText	const char*		1		CAI_BaseNPC	sdk-order	2	1
CAI_BaseNPCTroika	0x5f38		m_failedSchedule	CAI_Schedule*		1		CAI_BaseNPC	sdk-order	2	0
CAI_BaseNPCTroika	0x5f3c		m_interuptSchedule	CAI_Schedule*		1		CAI_BaseNPC	sdk-order	2	0
CAI_BaseNPCTroika	0x5f44	0x18	m_OnDialogBegin	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnDialogBegin	CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x5f5c	0x18	m_OnDialogEnd	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnDialogEnd	CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x5f74	0x18	m_OnInterestingPlaceArrived	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnInterestingPlaceArrived	CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x5f8c	0x18	m_OnInterestingPlaceLeft	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnInterestingPlaceLeft	CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x5fa4	0x18	m_OnUnknownVisionPlayer	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnUnknownVisionPlayer	CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x5fbc	0x18	m_OnStateFleeing	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnStateFleeing	CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x5fd4	0x18	m_OnIncapacitatedStart	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnIncapacitatedStart	CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x5fec	0x18	m_OnIncapacitatedEnd	COutputEvent	FIELD_CUSTOM	1	KEY OUTPUT key=OnIncapacitatedEnd	CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6004	0xc	m_KnockbackVelocity	Vector	FIELD_VECTOR	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6010	0x4	m_hKnockbackHitEntity	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6014	0x4	m_fKnockbackWallHitFallTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6018	0x4	m_fFinishingMoveBoneTrackLastTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x601c	0xc	m_vFinishingMoveBoneTrackLastPos	Vector	FIELD_VECTOR	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6028		m_MeleeMoveHistory	MeleeMoveRecord_t		5		CAI_BaseNPCTroika	walked	0	1
CAI_BaseNPCTroika	0x6064	0x4	m_iHitBuildupCount	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6068	0x4	m_knockbackType	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x606c	0x4	m_flLastMeleeStepbackTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6070	0x4	m_flMeleeCanEnterTimer	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	3	0
CAI_BaseNPCTroika	0x6074	0x4	m_flMeleeMustLeaveTimer	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	3	3
CAI_BaseNPCTroika	0x6078	0x1	m_bInMelee	bool	FIELD_BOOLEAN	1		CAI_BaseNPCTroika	datamap	18	13
CAI_BaseNPCTroika	0x607c	0x4	m_flCanSeekCoverTimer	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6080	0x1	m_bDisableAI	bool	FIELD_BOOLEAN	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6081		m_bSeenInOuterBand	bool		1		CAI_BaseNPCTroika	doc	1	3
CAI_BaseNPCTroika	0x6084	0x4	m_flSeeUnknownCheatVisionTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6088	0x4	m_hBestSeeUnknown	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x608c	0x4	m_hLastSeeUnknown	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6090	0xc	m_vecLastSeeUnknownPos	Vector	FIELD_POSITION_VECTOR	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x609c	0x4	m_flSeeUnknownRunTimer	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60a0	0x4	m_flSeeUnknownStartTimer	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60a4	0x4	m_iSeeUnknownRepeatSightings	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60a8	0x4	m_iEnemySightings	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60ac	0x4	m_hFriendPlayer	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	3	0
CAI_BaseNPCTroika	0x60b0	0x2c	m_BestSound	CSound	FIELD_EMBEDDED	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x60b0	0x4	m_BestSound.m_hOwner	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x60b4	0x4	m_BestSound.m_iType	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	0	1
CAI_BaseNPCTroika	0x60b8	0x4	m_BestSound.m_iVolume	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60bc	0x4	m_BestSound.m_flStartTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60c0	0x4	m_BestSound.m_flExpireTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60c8	0x4	m_BestSound.m_iNext	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60cc	0x4	m_BestSound.m_iNextAudible	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60d0	0xc	m_BestSound.m_vecOrigin	Vector	FIELD_VECTOR	1		CAI_BaseNPCTroika	datamap	0	1
CAI_BaseNPCTroika	0x60d4		m_BestSound.m_vecOrigin.y	float		1		CAI_BaseNPCTroika	interior	0	1
CAI_BaseNPCTroika	0x60d8		m_BestSound.m_vecOrigin.z	float		1		CAI_BaseNPCTroika	interior	0	1
CAI_BaseNPCTroika	0x60dc	0x2c	m_InvestigateSound	CSound	FIELD_EMBEDDED	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x60dc	0x4	m_InvestigateSound.m_hOwner	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x60e0	0x4	m_InvestigateSound.m_iType	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60e4	0x4	m_InvestigateSound.m_iVolume	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60e8	0x4	m_InvestigateSound.m_flStartTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60ec	0x4	m_InvestigateSound.m_flExpireTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60f4	0x4	m_InvestigateSound.m_iNext	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60f8	0x4	m_InvestigateSound.m_iNextAudible	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x60fc	0xc	m_InvestigateSound.m_vecOrigin	Vector	FIELD_VECTOR	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6108	0x2c	m_LastSoundDanger	CSound	FIELD_EMBEDDED	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6108	0x4	m_LastSoundDanger.m_hOwner	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x610c	0x4	m_LastSoundDanger.m_iType	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6110	0x4	m_LastSoundDanger.m_iVolume	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6114	0x4	m_LastSoundDanger.m_flStartTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6118	0x4	m_LastSoundDanger.m_flExpireTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x611c		m_LastSoundDanger.m_bNoExpirationTime	bool		1		CAI_BaseNPCTroika	sdk-order	1	0
CAI_BaseNPCTroika	0x6120	0x4	m_LastSoundDanger.m_iNext	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6124	0x4	m_LastSoundDanger.m_iNextAudible	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6128	0xc	m_LastSoundDanger.m_vecOrigin	Vector	FIELD_VECTOR	1		CAI_BaseNPCTroika	datamap	0	1
CAI_BaseNPCTroika	0x6134	0x2c	m_LastSoundPhysicsDanger	CSound	FIELD_EMBEDDED	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6134	0x4	m_LastSoundPhysicsDanger.m_hOwner	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6138	0x4	m_LastSoundPhysicsDanger.m_iType	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x613c	0x4	m_LastSoundPhysicsDanger.m_iVolume	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6140	0x4	m_LastSoundPhysicsDanger.m_flStartTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6144	0x4	m_LastSoundPhysicsDanger.m_flExpireTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6148		m_LastSoundPhysicsDanger.m_bNoExpirationTime	bool		1		CAI_BaseNPCTroika	sdk-order	1	0
CAI_BaseNPCTroika	0x614c	0x4	m_LastSoundPhysicsDanger.m_iNext	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6150	0x4	m_LastSoundPhysicsDanger.m_iNextAudible	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6154	0xc	m_LastSoundPhysicsDanger.m_vecOrigin	Vector	FIELD_VECTOR	1		CAI_BaseNPCTroika	datamap	0	1
CAI_BaseNPCTroika	0x6160	0x2c	m_LastSoundCombat	CSound	FIELD_EMBEDDED	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6160	0x4	m_LastSoundCombat.m_hOwner	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6164	0x4	m_LastSoundCombat.m_iType	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6168	0x4	m_LastSoundCombat.m_iVolume	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x616c	0x4	m_LastSoundCombat.m_flStartTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6170	0x4	m_LastSoundCombat.m_flExpireTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6178	0x4	m_LastSoundCombat.m_iNext	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x617c	0x4	m_LastSoundCombat.m_iNextAudible	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x6180	0xc	m_LastSoundCombat.m_vecOrigin	Vector	FIELD_VECTOR	1		CAI_BaseNPCTroika	datamap		
CAI_BaseNPCTroika	0x618c	0x2c	m_LastSoundBulletImpact	CSound	FIELD_EMBEDDED	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x618c	0x4	m_LastSoundBulletImpact.m_hOwner	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6190	0x4	m_LastSoundBulletImpact.m_iType	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6194	0x4	m_LastSoundBulletImpact.m_iVolume	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x6198	0x4	m_LastSoundBulletImpact.m_flStartTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x619c	0x4	m_LastSoundBulletImpact.m_flExpireTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x61a0		m_LastSoundBulletImpact.m_bNoExpirationTime	bool		1		CAI_BaseNPCTroika	sdk-order	1	0
CAI_BaseNPCTroika	0x61a4	0x4	m_LastSoundBulletImpact.m_iNext	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x61a8	0x4	m_LastSoundBulletImpact.m_iNextAudible	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x61ac	0xc	m_LastSoundBulletImpact.m_vecOrigin	Vector	FIELD_VECTOR	1		CAI_BaseNPCTroika	datamap	0	1
CAI_BaseNPCTroika	0x61b8	0x2c	m_LastSoundPlayer	CSound	FIELD_EMBEDDED	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x61b8	0x4	m_LastSoundPlayer.m_hOwner	EHANDLE	FIELD_EHANDLE	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x61bc	0x4	m_LastSoundPlayer.m_iType	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x61c0	0x4	m_LastSoundPlayer.m_iVolume	int	FIELD_INTEGER	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x61c4	0x4	m_LastSoundPlayer.m_flStartTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x61c8	0x4	m_LastSoundPlayer.m_flExpireTime	float	FIELD_TIME	1		CAI_BaseNPCTroika	datamap	1	0
CAI_BaseNPCTroika	0x61cc		m_LastSoundPlayer.m_bNoExpirationTime	bool		1		CAI_BaseNPCTroika	sdk-order	1	0
